15321,Star CrossFit Lovers,1
16006,Coopabomb,1
16211,Misfits,1
16622,The Best Friend-In-Laws,1
16652,RXosaurus,1
16671,Paetsch Gang,1
16682,Racks n’ Sacks,1
16850,Ashton&Katie,1
16936,Twigs and Trunks,1
16661,Pitter Patter,1
17702,Code:541 Black,1
15323,MillerTime,2
15875,2 Peas in a WOD,2
16083,Kyle&Cindy,2
16245,Team Twinkie,2
16656,TDLD,2
16686,2 Peas in WOD II,2
16765,Yin and Yang,2
17696,We Didn’t Warm Up,2
17700,Donuts and Dumbells,2
