0,0,0,85,R83,9
350,0,0,0,R83,10
0,0,0,69,R84,9
260,0,0,0,R84,10
0,0,0,66,R85,9
325,0,0,0,R85,10
0,0,0,56,S86,9
225,0,0,0,S86,10
0,0,0,60,S87,9
280,0,0,0,S87,10
0,0,0,54,R88,9
255,0,0,0,R88,10
0,0,0,64,S89,9
295,0,0,0,S89,10
0,0,0,61,S810,9
335,0,0,0,S810,10
0,0,0,55,M811,9
350,0,0,0,M811,10
0,0,0,67,M812,9
440,0,0,0,M812,10
0,0,0,71,R91,9
490,0,0,0,R91,10
0,0,0,77,R92,9
410,0,0,0,R92,10
0,0,0,78,R93,9
540,0,0,0,R93,10
0,0,0,70,R94,9
305,0,0,0,R94,10
0,0,0,70,R95,9
335,0,0,0,R95,10
0,0,0,60,S96,9
285,0,0,0,S96,10
0,0,0,63,S97,9
250,0,0,0,S97,10
0,0,0,59,S98,9
285,0,0,0,S98,10
0,0,0,53,S99,9
350,0,0,0,S99,10
0,0,0,63,S910,9
350,0,0,0,S910,10
0,0,0,56,M911,9
440,0,0,0,M911,10
0,0,0,64,M912,9
400,0,0,0,M912,10
